name,birth_year,death_year,gender,nationality,placeofbirth,placeofdeath
Ernst Dorn,1889,1927,M,DE,Neustadt bei Coburg,Munich
Raphael Drouart,1884,1972,M,FR,Choisy-le-Roi,Nogent-sur-Marne
Hans von Faber du Faur,1863,1940,M,DE,Stuttgart,Munich
Heinrich Franz,1871,1942,M,DE,Frankfurt am Main,Heidelberg
Hans Fritsch,1870,1945,M,DE,Dresden,Dresden
Erich Hartmann,1886,1974,M,DE,Elberfeld,Hamburg
Fritz Hegenbart,1864,1943,M,AT,Salzburg,Bayrischzell
Vera Balázs,1882,1942,F,HU,Budapest,Budapest
Árpád Vida,1884,1915,M,HU,Tîrgu Mureș,Budakeszi
Max Hein-Neufeldt,1874,1953,M,DE,Elbing,Dachau
Eduard Jokisch,1867,1943,M,DE,Kandrzin-Cosel,Brannenburg
Caroline Kempter,1856,1925,F,DE,Illertissen,Illertissen
Friederike von Koch,1866,1941,F,IT,Conegliano,Chiusa
Kurt Kühn,1880,1957,M,DE,Dresden,Waging am See
Max Kuschel,1862,1935,M,DE,Breslau,Munich
Arnold Borisovich Lakhovsky,1880,1937,M,RU,Chornobyl',New York
Siegfried Mackowsky,1878,1941,M,DE,Dresden,Dresden
Alfred Marxer,1876,1945,M,CH,Zurich,Turbenthal
Fritz Mühlbrecht,1880,1956,M,DE,Berlin,Berlin
Adolf Propp,1882,1936,M,DE,Memel,Berlin
Ernst Erwin Rath,1880,1961,M,DE,Stuttgart,Munich
Albert Reich,1881,1942,M,DE,Neumarkt in der Oberpfalz,Munich
Anton Reinbold,1881,1968,M,DE,Berchtesgaden,Berchtesgaden
Paul Rieth,1871,1925,M,DE,Pößneck,Munich
Hans Röhm,1877,1956,M,DE,Nuremberg,Munich
Arthur Rudolph,1885,1959,M,DE,Dresden,Dresden
Ludwig von Schlieben,1875,1957,M,DE,Grossenhain,Munich
Fritz Scholl,1873,1952,M,DE,Munich,Ingolstadt
Rudolf Treumann,1873,1933,M,DE,Rastatt,Herrsching
Hermann Urban,1866,1946,M,US,New Orleans,Bad Aibling
Josef van Brackel,1874,1959,M,DE,Cleve,Kassel
Alexander Weise,1883,1960,M,DE,Odessa,Munich
August Wilckens,1870,1939,M,DE,Haderslev,Sønderho
Rudolf André,1873,1920,M,HU,Kisbér,Nuremberg
Karl Bauer,1868,1942,M,DE,Stuttgart,Munich
Ludwig Kirschner,1872,1936,M,DE,Tettenweis,Munich
Wilhelm Repsold,1885,1969,M,DE,Hamburg,Dießen am Ammersee
Hans Rossmann,1868,1915,M,DE,Vohenstrauß,Munich
Wilhelm Schulz,1865,1952,M,DE,Lüneburg,Munich
Jean Louis Forain,1852,1931,M,FR,Rheims,Paris
Camille Pissarro,1831,1903,M,FR,Charlotte Amalie,Paris
George Morren,1868,1941,M,BE,Ekeren,Brussels
Maxime Maufra,1861,1918,M,FR,Nantes,Poncé-sur-le-Loir
Gustave Loiseau,1865,1935,M,FR,Paris,Paris
Rezső Burghardt,1884,1963,M,HU,Jimbolia,Budapest
János Bednár,1886,1932,M,HU,Budapest,Budapest
Bertalan Papp,1880,1913,M,HU,Sárospatak,Újpest
Fülöp Szenes,1863,1944,M,HU,Törökszentmiklós,Budapest
Janos Pentelei-Molnar,1878,1924,M,HU,Dunaújváros,Gyula
Hugues de Beaumont,1874,1947,M,FR,Chouzy-sur-Cisse,Rouziers-de-Touraine
Albert de Belleroche,1864,1944,M,GB,Swansea,Southwell
Henry Caro-Delvaille,1876,1928,M,FR,Bayonne,Sceaux
Paul de Castro,1882,1939,M,FR,Paris,Paris
Germaine Druon,1878,1959,F,FR,Paris,Paris
Louise Galtier-Boissière,1866,1957,F,FR,Paris,Paris
\N Hermann-Paul,1864,1940,M,FR,Paris,Saintes-Maries-de-la-Mer
Ernest Joseph Laurent,1861,1929,M,FR,Paris,"Bièvres, Essonne"
Maurice Lobre,1862,1951,M,FR,Bordeaux,Paris
Eugène Martel,1869,1947,M,FR,Revest-du-Bion,Bollène
Richard Emile Miller,1875,1943,M,US,St. Louis,"St. Augustine, Florida"
Etienne Moreau-Nelaton,1859,1927,M,FR,Paris,Paris
Henri Morisset,1870,1956,M,FR,Paris,Paris
René François Xavier Prinet,1861,1946,M,FR,Vitry-le-François,Bourbonne-les-Bains
Armand Apol,1879,1950,M,BE,Saint-Gilles,Brussels
Firmin Baes,1874,1943,M,BE,Brussels,Brussels
Alfred Théodore Joseph Bastien,1873,1955,M,BE,Ixelles,Ixelles
Anna Boch,1848,1936,F,BE,La Louvière,Brussels
Félix Buelens,1850,1921,M,BE,Etterbeek,Ostend
Emile Bulcke,1875,1963,M,BE,Ostend,Schaerbeek
Louis-Gustave Cambier,1874,1949,M,BE,Schaerbeek,Ixelles
Hendrick Cassiers,1858,1944,M,BE,Antwerp,Ixelles
Omer Coppens,1864,1926,M,BE,Dunkirk,Ixelles
Alfred Delaunois,1876,1941,M,BE,Sint-Joost-ten-Node,Louvain
Anna De Weert,1867,1950,F,BE,Ghent,Ghent
Paul Dubois,1859,1938,M,BE,Aywaille,Uccle
Lucien Frank,1857,1920,M,BE,Brussels,Ohain
Jean Leon Henri Gouweloos,1868,1943,M,BE,Brussels,Brussels
Oscar Halle,1850,1921,M,BE,Barwice,Oostende
Adrien-Jean Henri Lemayeur,1880,1958,M,BE,Brussels,Brussels
Alexandre Marcette,1853,1929,M,BE,Spa,Brussels
Marie Antoinette Marcotte,1869,1929,F,BE,Troyes,Paris
Paul Mathieu,1872,1932,M,BE,Sint-Joost-ten-Node,Brussels
Marten Melsen,1870,1947,M,BE,Brussels,Stabroek
Isidore Opsomer,1878,1967,M,BE,Lier,Antwerp
Henri Permeke,1849,1912,M,BE,Poperinge,Oostende
Robert Picard,1870,1941,M,BE,Brussels,Brussels
Herman Jean Joseph Richir,1866,1942,M,BE,Ixelles,Uccle
Renée Rops,1887,1973,F,BE,Liège,New York
Victor Rousseau,1865,1954,M,BE,Feluy,Forest
Alfred Stevens,1823,1906,M,BE,Brussels,Paris
Gustave-Max Stevens,1871,1946,M,BE,Sint-Joost-ten-Node,Brussels
Philippe Swyncop,1878,1949,M,BE,Brussels,Brussels
Jean-Francois Taelemans,1851,1931,M,BE,Brussels,Saint-Gilles
Franz van Holder,1882,1919,M,BE,Brussels,Geneva
Guillaume van Strydonck,1861,1937,M,BE,Namsos,Saint-Gilles
Alfred Verhaeren,1849,1924,M,BE,Brussels,Ixelles
Helene von Beckerath,1872,1946,F,DE,Krefeld,Frankfurt am Main
Gustaf Fjaestad,1868,1948,M,SE,Stockholm,Arvika
Herman Hartwich,1853,1926,M,US,New York,Munich
Franz Xaver Hoch,1869,1916,M,DE,Freiburg im Breisgau,Châtas
Viggo Johansen,1851,1935,M,DK,Copenhagen,Copenhagen
Petras Kalpokas,1880,1945,M,LT,Rokiškis,Kaunas
Jean-François Raffaëlli,1850,1924,M,FR,Paris,Paris
Arturo Rietti,1863,1943,M,IT,Trieste,Padua
Valerius De Saedeleer,1867,1941,M,BE,Aalst,Leupegem
Ludwig Schmid-Reutte,1863,1909,M,DE,Lechaschau,Achern
Imre Károly Simay,1874,1955,M,HU,Budapest,Érd
Hermann Stockmann,1867,1938,M,DE,Passau,Dachau
Boleslaw von Szankowsky,1873,1953,M,PL,Warsaw,Tegernsee
Alfons Wölfle,1884,1951,M,DE,Freising,Munich
Andre Barbier,1883,1970,M,FR,Arras,Paris
Anna Katarina Boberg,1864,1935,F,SE,Stockholm,Stockholm
Etienne Bosch,1863,1933,M,NL,Amsterdam,"Hague, The"
Albert Clouard,1866,1952,M,FR,Rennes,Trégastel
Rodolphe Fornerod,1877,1953,M,CH,Lausanne,Épiais-Rhus
Igor Grabar,1871,1960,M,RU,Budapest,Moscow
Charles Lacoste,1870,1959,M,FR,"Floirac, Gironde",Paris
Georges Leon Ernest Buysse,1864,1916,M,BE,Ghent,Ghent
Paule Deman,1886,1966,F,BE,Brussels,Sint-Pieters-Woluwe
Rodolphe de Saegher,1871,1941,M,BE,Gavere,Ghent
Alfred William Finch,1854,1930,M,BE,Brussels,Helsingfors
Alfred Hazledine,1876,1957,M,BE,Mol,Brussels
Adriaan Joseph Heymans,1839,1921,M,BE,Antwerp,Brussels
Robert Hatton Monks,1856,1923,M,US,Boston,"Wellesley, Massachusetts"
Jenny Montigny,1875,1937,F,BE,Ghent,Sint-Martens-Latem
Guillaume Montobio,1883,1962,M,BE,Ghent,Ghent
Edmond Verstraeten,1870,1957,M,BE,Waasmunster,Waasmunster
Albert André,1869,1954,M,FR,Lyon,Laudun
Albert Braut,1874,1926,M,FR,Roye,"Pau, Pyrénées-Atlantiques"
Richard Burgsthal,1884,1944,M,FR,Nice,Juan-les-Pins
Léon Georges Jean Baptiste Carré,1878,1942,M,FR,"Granville, Manche",Algiers
Ethel Carrick Fox,1872,1952,F,AU,London,Melbourne
Paul Cirou,1869,1951,M,FR,Sainte-Mère-Église,Sainte-Mère-Église
Lucie Cousturier,1878,1925,F,FR,Paris,Paris
Jean Joseph Delvin,1853,1922,M,BE,Ghent,Ghent
Georges d' Espagnat,1870,1950,M,FR,Melun,Paris
Léon Detroy,1857,1955,M,FR,Chinon,Saint-Germain-d'Arcé
Paul César Helleu,1859,1927,M,FR,Vannes,Paris
André Jolly,1882,1969,M,FR,Charleville,Le Mans
Jules Lagae,1862,1907,M,BE,Roeselare,Bruges
Carl Larsson,1853,1919,M,SE,Stockholm,Falun
Albert Marque,1872,1939,M,FR,Nanterre,Paris
Bernard Naudin,1876,1946,M,FR,Châteauroux,Noisy-le-Grand
René Piot,1869,1934,M,FR,Paris,Paris
Ferdinand Schirren,1872,1944,M,BE,Antwerp,Brussels
Jean van den Eeckhoudt,1875,1946,M,BE,Brussels,Rixensart
Séverin Rappa,1866,1945,M,IT,Andorno Micca,Paris
István Mérö,1873,1938,M,HU,Plandište,Budapest
Jenő Csuk,1887,1927,M,HU,Zákány,Budapest
Olga Boznańska,1865,1940,F,PL,Cracow,Paris
Kálmán Kató-Krisztanics,1876,1946,M,HU,Mohács,Budapest
Oswald Galle,1868,1935,M,DE,Dresden,Dresden
Wilhelm Giese,1883,1945,M,DE,Horn-Bad Meinberg,Wegeleben
Abraham Hermanjat,1862,1932,M,CH,Geneva,Aubonne
Paul Kayser,1869,1942,M,DE,Hamburg,Donaueschingen
Felix Klipstein,1880,1941,M,DE,Ghent,Laubach
Willibald Krain,1886,1945,M,DE,Breslau,Dresden
Otto Richard Langer,1878,1920,M,DE,Karlsruhe,Berlin
Leo Michelson,1887,1978,M,RU,Riga,New York
Fritz Osswald,1878,1966,M,CH,Zurich,Starnberg
Friedrich Schaper,1869,1956,M,DE,Brunswick,Hamburg
Margarete Wohlwill,1878,1962,F,DE,Hamburg,Hamburg
Simon Hollósy,1857,1918,M,HU,Sighetu Marmaţiei,Tyachiv
Gyula Tichy,1879,1920,M,HU,Rimavská Sobota,Rožňava
István Zádor,1882,1963,M,HU,Kikinda,Budapest
Antal Neogrady,1861,1942,M,HU,Galșa,Dunakeszi
Géza Jákó,1886,1943,M,HU,Szentes,Budapest
Ida Konek,1851,1942,F,HU,Bratislava,Budapest
Jenő Király,1885,1958,M,HU,Cluj-Napoca,Hajdúböszörmény
Ekaterina Vasilevna Goldinger,1881,1973,F,RU,Moscow,Moscow
Ivan Georgievic Gugunava,1860,1919,M,GE,Litvinovo,Moscow
Vasili Ivanovich Denisov,1862,1921,M,RU,Zamość,Moscow
Ivan Yefimov,1878,1959,M,RU,Moscow,Moscow
Bertalan Pór,1880,1964,M,HU,Bátaszék,Budapest
Vasily Ivanovich Komarov,1868,1918,M,RU,Moscow,Moscow
Yelizaveta Kruglikova,1865,1941,F,RU,Moscow,Saint Petersburg
Max Oppenheimer,1885,1954,M,AT,Vienna,New York
Herbert Fiedler,1891,1962,M,DE,Leipzig,Amsterdam
Alfred Sohn-Rethel,1875,1958,M,DE,Dusseldorf,Tübingen
Eugène Zak,1884,1926,M,PL,Mogilno,Paris
Kristen Holbø,1869,1953,M,NO,Vågå,Lillehammer
August Jacobsen,1868,1955,M,NO,Stavanger,Stavanger
Edward Hald,1883,1980,M,SE,Stockholm,Stockholm
Albert Hoffsten,1887,1927,M,SE,Stockholm,Stockholm
Einar Nerman,1888,1983,M,SE,Norrköping,Lidingö
Konstantin Kuznetsov,1863,1936,M,RU,Zhyolnino,Paris
Nikolay Kuznetsov,1850,1930,M,RU,Kherson,Sarajevo
Hadar Jönzén,1885,1977,M,SE,Stockholm,Stockholm
Stanislav-Vitold Vladislavovich Noakovsky,1867,1928,M,PL,Nieszawa,Warsaw
Erik Gustaf Lindvall,1890,1969,M,SE,Katarina församling,Kungsholms församling
Fedor Ivanovich Rerberg,1865,1938,M,RU,Moscow,Moscow
Aleksander Sredin,1872,1934,M,RU,Kerch,Saint-Raphaël
Fyodor Fyodorovsky,1883,1955,M,RU,Chernigov,Moscow
Hugo Fidus,1868,1948,M,DE,Lubeck,Woltersdorf
Nikolai I. Khrustachev,1883,1960,M,RU,Sergiyev Posad,Moscow
Adrienne Bruyère,1870,1950,F,BE,Leuze-en-Hainaut,Sint-Pieters-Leeuw
Alexandre Blanchet,1882,1961,M,CH,Pforzheim,Geneva
Alberic Coppieters,1878,1902,M,BE,Ypres,Paris
Gaston De Beer,1890,1953,M,BE,Brussels,Brussels
"Nathaniel, II Hone",1831,1917,M,IE,Dublin,Dublin
Alfred Kirstein,1863,1922,M,DE,Berlin,Berlin
Georges Le Serrec de Kervily,1883,1952,M,PL,Cracow,California
Derwent Lees,1885,1931,M,AU,Hobart,London
Max Mayrshofer,1875,1950,M,DE,Munich,Munich
Henry Meuwis,1870,1935,M,BE,Brussels,Molenbeek-Saint-Jean
Willem Paerels,1878,1962,M,BE,Delft,Braine-l'Alleud
Roger Parent,1881,1986,M,FR,Paris,Brussels
Ambrose Patterson,1877,1966,M,AU,Daylesford,Seattle
George William Russell,1867,1935,M,IE,Lurgan,Bournemouth
Charles Emmanuel Serret,1824,1900,M,FR,Aubenas,Paris
Charles Haslewood Shannon,1863,1937,M,GB,Quarrington,Kew
Philip Wilson Steer,1860,1942,M,GB,Birkenhead,London
Félix Elie Tobeen,1880,1938,M,FR,Bordeaux,Saint-Valéry-sur-Somme
Friedrich August Weinzheimer,1882,1947,M,DE,Golzheim,Florence
Jack B. Yeats,1871,1957,M,IE,Tullylish,New York
Chester Beach,1881,1956,M,US,San Francisco,"Brewster, New York"
Joseph Bernard,1866,1931,M,FR,"Vienne, Isère",Boulogne-Billancourt
Theodore Earl Butler,1860,1936,M,US,"Columbus, Ohio",Giverny
Oliver Newberry Chaffee,1881,1944,M,US,Detroit,Asheville
Robert Winthrop Chanler,1872,1930,M,US,New York,New York
Emilie Charmy,1878,1974,F,FR,Saint-Étienne,Paris
Gustave Cimiotti,1875,1969,M,US,New York,New York
Anatoly Arapov,1876,1949,M,RU,Saint Petersburg,Moscow
Aleksandr Arnshtam,1880,1969,M,RU,Moscow,Paris
Abram Arkhipov,1862,1930,M,RU,Ryazan,Moscow
Michail Pavlovič Bobyšov,1885,1964,M,RU,Pogoreloye Gorodishche,Saint Petersburg
Konstantin Bogayevsky,1872,1943,M,RU,Feodosiya,Feodosiya
Ossip Emmanujilowitsch Brass,1872,1936,M,RU,Odessa,Paris
Liubov Nikolaevna Gaush,1877,1943,F,RU,Saint Petersburg,Simferopol
Lidiya Nikandrovna Verkhovskaya,1882,1919,F,RU,Smolensk,Saint Petersburg
Boris Grigor'yev,1886,1939,M,RU,Rybinsk,Cagnes-sur-Mer
Konstantin Vikent'evič Dydyško,1876,1932,M,RU,Kaunas,Copenhagen
Gergely Pörge,1858,1930,M,HU,Pest,Újpest
Artur Tölgyessy,1853,1920,M,HU,Szeged,Budapest
Mark Rubovics,1867,1947,M,HU,Pest,Budapest
Mozart Rottmann,1874,1958,M,HU,Užgorod,Budapest
Ferenc Rosenmayer,1864,1912,M,HU,Budapest,Budapest
Dezső Kőszegi-Fangh,1876,1947,M,AT,Sopron,Baden bei Wien
Antal Berkes,1874,1938,M,HU,Budapest,Budapest
Endre Komaromi Kacz,1880,1969,M,HU,Komárom,Balatonalmádi
Gyula Zorkóczy,1873,1932,M,HU,Revúca,Budapest
Pál Pichler,1885,1918,M,HU,Bánszállás,Vrbas
Béla Erdőssy,1871,1928,M,HU,Komárno,Budapest
Boris Anisfel'd,1879,1973,M,RU,Bălţi,Waterford
Ivan Bilibin,1876,1942,M,RU,Tarkhovka,Saint Petersburg
Nikolaj Petrovič Feofilaktov,1878,1941,M,RU,Moscow,Moscow
Aleksandr Golovin,1863,1930,M,RU,Moscow,Pushkin
Konstantin Yuon,1875,1958,M,RU,Moscow,Moscow
Konstantin Korovin,1861,1939,M,RU,Moscow,Paris
Boris Kustodiyev,1878,1927,M,RU,Astrakhan,Saint Petersburg
Yevgeny Lansere,1875,1946,M,RU,Pavlovsk,Moscow
Isaak Levitan,1860,1900,M,RU,Kybartai,Moscow
Agnes Lindemann,1878,1942,F,RU,Pulkovo,Gotha
Walter Lokkenberg,1875,1921,M,RU,Saint Petersburg,Harbin
Filipp Malyavin,1869,1940,M,RU,Kazanki,Nice
Sergey Vasil'yevich Malyutin,1859,1937,M,RU,Moscow,Moscow
Vladimir Vasilevič Perepletčikov,1863,1918,M,RU,Moscow,Moscow
Pyotr Petrovichev,1874,1947,M,RU,Ростовский уезд,Moscow
Il'ya Repin,1844,1930,M,RU,Chuguyev,Repino
Andrey Ryabushkin,1861,1904,M,RU,Borisoglebsk,Didvino
Nicholas Roerich,1874,1947,M,RU,Saint Petersburg,Kulu
Arkady Rylov,1870,1939,M,RU,Istobenskoe,Saint Petersburg
Margarita V. Sabaschnikow,1882,1973,F,RU,Moscow,Stuttgart
Lipót Herman,1884,1972,M,HU,Sînnicolau Mare,Budapest
Nikolai von Seddeler,1874,1937,M,RU,Saint Petersburg,Moscow
Valentin Serov,1865,1911,M,RU,Saint Petersburg,Moscow
Dmitry Stelletsky,1875,1947,M,RU,Brest-Litovsk,Sainte-Geneviève-des-Bois
Nicolas Alexandrovitch Tarkhoff,1871,1930,M,RU,Moscow,Orsay
"Paolo, Prince Troubetzkoy",1866,1938,M,IT,Intra,Pallanza
Sergey Vinogradov,1869,1938,M,RU,Nekrasovskoye,Riga
Maria Vasilievna Iakunchikova-Veber,1870,1902,F,RU,Wiesbaden,Chêne-Bougeries
Stepan Petrovich Yaremich,1869,1939,M,RU,Kiev,Leningrad
Nikolay Lansere,1879,1942,M,RU,Saint Petersburg,Saratov
Elsa Alfredovna Lasson-Spirova,1876,1920,F,LV,Riga,Moscow
Miklós Vadász,1884,1927,M,HU,Budapest,Paris
Mihály Munkácsy,1844,1900,M,HU,Mukachevo,Endenich
Mykhail Latri,1875,1941,M,RU,Odessa,Paris
Dmitry Mitrokhin,1883,1973,M,RU,Yeysk,Moscow
Zoja Jakovlevna Mostova-Matveeva,1884,1972,F,RU,Perm,Moscow
Georgy Narbut,1886,1920,M,UA,Narbutivka,Kiev
Pavel Naumov,1884,1942,M,UA,Chernigov,Saint Petersburg
Andrey Ol',1883,1958,M,RU,Saint Petersburg,Saint Petersburg
Aleksei Aleksandrovich Radakov,1879,1942,M,RU,Kirov,Tbilisi
Nicolai Remisoff,1887,1975,M,RU,Saint Petersburg,Riverside County
Aleksandr Rostislavov,1860,1920,M,RU,Kaluga,Kaluga
Zinaida Serebryakova,1884,1967,F,RU,Kharkov,Paris
Leonid Sologub,1884,1956,M,RU,Yeysk,"Hague, The"
Ivan Fomin,1872,1936,M,RU,Oryol,Moscow
Marija Jakovlevna Chembers-Bilibina,1874,1962,F,RU,Saint Petersburg,Oxford
Sergey Chekhonin,1878,1936,M,RU,Lykoshino,Lörrach
Boris Shaposhnikov,1890,1956,M,RU,Moscow,Saint Petersburg
Adolf Iosifovic Charlemagne,1826,1901,M,RU,Saint Petersburg,Saint Petersburg
Aleksandr Shervashidze,1867,1968,M,RU,Feodosiya,Monte Carlo
Lev Zhegin,1892,1969,M,RU,Moscow,Moscow
Vasily Shukhayev,1887,1973,M,RU,Moscow,Tbilisi
Aleksandr Yakovlev,1887,1938,M,RU,Saint Petersburg,Paris
Michail Nikolaevič Jakovlev,1880,1942,M,RU,Mikhaylov,Tbilisi
Kate Cory,1861,1958,F,US,Waukegan,"Prescott, Arizona"
Joseph Frank Currier,1843,1909,M,US,Boston,"Waverley, Massachusetts"
Léon Dabo,1868,1960,M,US,Detroit,New York
Andrew Dasburg,1887,1979,M,US,Paris,Taos
Jo Davidson,1883,1952,M,US,New York,Tours
Edith Dimock,1876,1955,F,US,"Hartford, Connecticut","Hartford, Connecticut"
Katherine Sophie Dreier,1877,1952,F,US,New York,Milford
Florence Esté,1860,1926,F,US,Cincinnati,Paris
Mary Foote,1872,1968,F,US,Guilford,Connecticut
Kenneth Frazier,1867,1949,M,US,Paris,Garrison
Ernest Fuhr,1874,1933,M,US,New York,"Westport, Connecticut"
Louis Thévenet,1874,1930,M,BE,Bruges,Halle (on Charleroi-Brussels canal)
Anne Goldthwaite,1869,1944,F,US,Montgomery,New York
Jacques van Coppenolle,1878,1915,M,FR,Montigny-sur-Loing,Vauquois
Bernard Gussow,1881,1957,M,US,Russia,New York
Childe Hassam,1859,1935,M,US,Dorchester,East Hampton
Louis Van der Swaelmen,1883,1929,M,BE,Brussels,Montreux
Eugene Higgins,1874,1958,M,US,Kansas City,New York
Albert Humphrey,1863,1922,M,US,Cincinnati,New York
Otto Bruenauer,1877,1912,M,AT,Vienna,Vienna
Hans Adolph Bühler,1877,1951,M,DE,Steinen,Jechtingen
Henry George Keller,1869,1949,M,US,"Cleveland, Ohio",San Diego
Nikolay Feshin,1881,1955,M,RU,Kazan,Santa Monica
Fritz Hass,1864,1930,M,DE,Heiligenbeil,Lugano
Leon Kroll,1884,1974,M,US,New York,New York
Arthur Lee,1881,1961,M,US,Trondheim,Newtown
Jonas Lie,1880,1940,M,NO,Oslo,New York
Elmer Livingston McRae,1875,1953,M,US,New York,"Greenwich, Connecticut"
Edward Middleton Manigault,1887,1922,M,CA,"London, Ontario",San Francisco
Nikolay Kasatkin,1859,1930,M,RU,Moscow,Moscow
Alfons Purtscher,1885,1962,M,AT,Klagenfurt,London
David Brown Milne,1882,1953,M,CA,Ontario,Toronto
Jurij Il'ič Repin,1877,1954,M,RU,Chuguyev,Helsingfors
Jerome Myers,1867,1940,M,US,Petersburg,New York
Frank Arthur Nankivell,1869,1959,M,US,Maldon,Florham Park
Olga Oppenheimer,1886,1941,F,DE,Cologne,Majdanek
Marjorie Organ,1886,1931,F,US,New York,New York
Walter Schnackenberg,1880,1961,M,DE,Lauterberg,Rosenheim
Walter Pach,1883,1958,M,US,New York,New York
Agnes Pelton,1881,1961,F,US,Stuttgart,Cathedral City
Charles H. Pepper,1864,1950,M,US,"Waterville, Maine","Brookline, Massachusetts"
Ivan Thiele,1877,1948,M,FR,Saint Petersburg,Paris
May Wilson Preston,1873,1949,F,US,New York,East Hampton
James Pryde,1866,1941,M,GB,Edinburgh,London
Valentín de Zubiaurre,1879,1963,M,ES,Madrid,Madrid
Boardman Robinson,1876,1952,M,US,Nova Scotia,Colorado Springs
Paul Rohland,1884,1949,M,US,Richmond,Los Angeles
Charles Carey Rumsey,1879,1922,M,US,Buffalo,Floral Park
William Emile Schumacher,1870,1931,M,US,Boston,Kingston
Carl Sprinchorn,1887,1971,M,US,Lund,Albany
Henry Fitch Taylor,1853,1925,M,US,Cincinnati,"Plainfield, New Hampshire"
Julie Kaltenbaeck,1821,1903,F,AT,Vienna,Vienna
Frank Matson Walts,1877,1941,M,US,"Lima Township, LaGrange County, Indiana",New York
E. Ambrose Webster,1869,1935,M,US,"Chelsea, Massachusetts","Provincetown, Mass."
Lucia Fairchild Fuller,1872,1924,F,US,Boston,Madison
Julian Alden Weir,1852,1919,M,US,West Point,New York
Elsie Dodge Pattee,1876,1975,F,US,"Chelsea, Massachusetts",Old Lyme
Arthur Henry Young,1866,1943,M,US,Orangeville,New York
Mahonri Mackintosh Young,1877,1957,M,US,Salt Lake City,"Norwalk, Connecticut"
Johanna Freund,1888,1940,F,AT,Vienna,Vienna
Kate Greenaway,1846,1901,F,GB,Hoxton,Hampstead
Bessie MacNicol,1869,1904,F,GB,Glasgow,Glasgow
Henriette Ronner,1821,1909,F,NL,Amsterdam,Brussels
Emilie Mediz-Pelikan,1861,1908,F,AT,Vöcklabruck,Dresden
Emmi Walther,1860,1936,F,DE,Hamburg,Dachau
Auguste Uta Weech,1866,1944,F,DE,Karlsruhe,Freiburg im Breisgau
Vilma von Friedrich,1869,1963,F,AT,Graz,Dachau
Ida Gerhardi,1867,1927,F,DE,Hagen,Lüdenscheid
Paula von Geiger von Blanckenburg,1875,1956,F,DE,Torgau,Munich
Maria Laumen,1878,1957,F,DE,Colmar,Munich
Ella Räuber,1874,1963,F,DE,Elbing,Biedenkopf
Harry Fürther,1875,1942,F,DE,Munich,Treblinka
Mary Davis,1866,1941,F,GB,London,Romsey
Margaret Macdonald,1865,1933,F,GB,Tipton,Chelsea
Isabella A. Dods-Withers,1876,1939,F,GB,North Berwick,London
Ethel Quixano Henriques,1868,1936,F,GB,Manchester,London
Clare Atwood,1866,1962,F,GB,Surrey,Tenterden
Pascal Adolphe Jean Dagnan-Bouveret,1852,1929,M,FR,Paris,Cavalaire-sur-Mer
Carolina Haverman-Birnie,1864,1933,F,NL,Jember,"Hague, The"
Jeanne Constance Philippe Gonzalès,1852,1924,F,FR,Paris,Vicq-sur-Nahon
Tina Blau-Lang,1845,1916,F,AT,Vienna,Vienna
Lucie Lambert,1863,1916,F,FR,Paris,Paris
Alice Dannenberg,1861,1948,F,RU,Jelgava,"Châtillon, Hauts-de-Seine"
Elza Backlund,1880,1974,F,SE,Pulkovo,Västerås
Apollinary Vasnetsov,1856,1933,M,RU,"Riabovo, Vyatka Governorate",Moscow
Nikolai Vasilevich Doseikin,1863,1935,M,RU,Kharkov,Moscow
Nikolai Aleksandrovič Klodt,1865,1918,M,RU,Azarovo (Oryol Oblast),Moscow
Stanislav Julianovič Žukovskij,1873,1944,M,RU,Yendrikhovtsy,Pruszków
Mikhail Anatolyevich Mamontov,1865,1920,M,RU,Moscow,Moscow
Leonid Pasternak,1862,1945,M,RU,Odessa,Oxford
Pauline Caroline Margarethe von Kurowski,1853,1907,F,DE,Brzeg,Görlitz
Charlotte Besnard,1854,1931,F,FR,Paris,Paris
Thérèse Schwartze,1851,1918,F,NL,Amsterdam,Amsterdam
Mary Sargant Florence,1857,1954,F,GB,London,Twickenham
Mania Kačer,1870,1936,F,DE,Gleiwitz,Munich
Susanne Robertson,1855,1922,F,NL,"Hague, The","Hague, The"
Juliette Wytsman,1866,1925,F,BE,Brussels,Ixelles
Augusta Charlotte Cornelie Rossmann,1863,1945,F,CH,Ghent,Ghent
Elizabeth Nourse,1859,1938,F,US,Cincinnati,Paris
Martha Stettler,1870,1945,F,CH,Bern,"Châtillon, Hauts-de-Seine"
Alice Ronner,1857,1957,F,BE,Brussels,Ixelles
Olga Florian Wisinger,1844,1926,F,AT,Vienna,Grafenegg
Clémentine Hélène Dufau,1869,1937,F,FR,"Quinsac, Gironde",Paris
Jeanne Simon,1869,1949,F,FR,Paris,Paris
Ketty Gilsoul-Hoppe,1868,1939,F,BE,Düsseldorf,Ixelles
Irma von Duczynska,1869,1932,F,AT,Lviv,Wiesneck
Lila Gruner,1870,1950,F,AT,Guntramsdorf,Vienna
Malva Schalek,1882,1945,F,CZ,Prague,Auschwitz
Henryk Uziemblo,1879,1949,M,PL,Myślachowice,Cracow
Marie Egner,1850,1940,F,AT,Bad Radkersburg,Vienna
Otto Barth,1876,1916,M,AT,Vienna,Waidhofen an der Ybbs
Hilde Kotany,1875,1943,F,AT,Vienna,Dachau
